month,source,compound_mean,pos_mean,neg_mean,neu_mean,post_count
2025-02-01,comments,0.16713920159680606,0.12782794411177656,0.04538602794411177,0.8267884231536919,2505
2025-02-01,posts,0.31700731865285015,0.07667422279792746,0.03448639896373063,0.8888354922279789,1544
2025-03-01,comments,0.16238322434607608,0.13159708249496985,0.04171001006036213,0.8266929074446688,3976
2025-03-01,posts,0.3239869827986984,0.08022268712226868,0.030296606229660652,0.8894797768479779,2151
2025-04-01,comments,0.1836125930721918,0.1316124959533829,0.0457720945289738,0.8226128196827459,3089
2025-04-01,posts,0.3511886510701836,0.07969785963165749,0.0349198606271777,0.8853807864609257,2009
2025-05-01,comments,0.17833913043478272,0.12414572384137615,0.04531772575250839,0.8305451505016715,2093
2025-05-01,posts,0.4146841836734692,0.08791034985422745,0.03,0.8821020408163261,1372
2025-06-01,comments,0.1804139069969575,0.12311125597566275,0.0459839200347674,0.8309109083007393,2301
2025-06-01,posts,0.3993943423952974,0.0856120499632622,0.032605437178545214,0.8817722263041885,1361
2025-07-01,comments,0.13748311859927342,0.11804129501156294,0.054558308556326374,0.8273977535513715,3027
2025-07-01,posts,0.3729049257759776,0.08494197031039134,0.033566801619433206,0.8814871794871789,1482
2025-08-01,comments,0.1330770326615704,0.1138547602501736,0.05821959694232107,0.8279246004169555,2878
2025-08-01,posts,0.376532265446224,0.08423951182303585,0.03331960335621665,0.8824378337147214,1311
2025-09-01,comments,0.11008125797841452,0.12519252640129985,0.07033561564349522,0.8044739468492483,8617
2025-09-01,posts,0.16177767880534466,0.07993057374901749,0.05235472884464233,0.8677183652082776,3817
2025-10-01,comments,0.1452362749445679,0.134848780487805,0.0466736141906874,0.8184864745011096,2255
2025-10-01,posts,0.33586193905817113,0.08740332409972298,0.031015512465373984,0.881567867036012,1805
2025-11-01,comments,0.15663966315789485,0.1265903157894737,0.04287663157894738,0.8305326315789472,2375
2025-11-01,posts,0.3897298369950388,0.08515804394046779,0.029858256555634288,0.8849709425939046,1411
2025-12-01,comments,0.12019467750393294,0.11305663345568967,0.05102857891976934,0.8359132144729944,3814
2025-12-01,posts,0.2909918235294117,0.07739705882352946,0.032845294117647056,0.8897594117647047,1700
2026-01-01,comments,0.1429915949702184,0.12085539377895438,0.04903441429516878,0.8301095301125077,3022
2026-01-01,posts,0.3074728712871283,0.07756303630363034,0.03880858085808584,0.8836369636963697,1515
2026-02-01,comments,0.14974744394618855,0.11735067264573991,0.0530910313901345,0.8295542600896877,2230
2026-02-01,posts,0.3146636003172084,0.07641316415543206,0.03365503568596356,0.8899238699444888,1261
2026-03-01,comments,0.1267226609236662,0.12156903565446293,0.04761474036850927,0.830818138310601,4179
2026-03-01,posts,0.2019032387045181,0.06319632147141144,0.030644942023190746,0.9061575369852058,2501
2026-04-01,comments,0.13792959641255614,0.12201434977578485,0.0475883408071749,0.8303955156950675,1115
2026-04-01,posts,0.16193847203274211,0.05896043656207369,0.03666984993178718,0.9043751705320601,733
